pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,40.0,90000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,50.0,109000.0
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,4.0,2.0,220.0,650000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,180.0,495458.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,64.0,61932.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40.0,53900.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,60.0,285000.0
Colombia,Cundinamarca,Madrid,Apartamento,3.0,3.0,2.0,70.0,59455.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,1.0,1.0,1.0,40.0,110000.0
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,3.0,177.0,1150000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,51.0,41288.0
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,3.0,2.0,1.0,58.0,78000.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,51.0,145000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,56.0,26424.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,67.0,150000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,2.0,1.0,63.0,100000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,32.0,68000.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,3.0,101.0,230000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,42.0,19543.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,50.0,90000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,31.0,53900.0
Argentina,Capital Federal,Parque Avellaneda,Departamento,2.0,1.0,1.0,42.0,79000.0
Argentina,Capital Federal,Parque Patricios,Departamento,3.0,2.0,1.0,60.0,79000.0
Argentina,Buenos Aires Costa Atlántica,Monte Hermoso,Departamento,3.0,2.0,1.0,45.0,87000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,45.0,70000.0
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,1.0,1.0,1.0,24.0,46000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,81.0,94137.0
Argentina,Bs.As. G.B.A. Zona Sur,Lomas de Zamora,Departamento,2.0,1.0,1.0,41.0,52000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,55.0,80000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,5.0,337.0,715662.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,62000.0
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,4.0,128.0,149188.0
Argentina,Capital Federal,Nuñez,Departamento,2.0,1.0,1.0,42.0,120000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,35.0,85000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,100.0,166529.0
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,2.0,1.0,1.0,59.0,140000.0
Argentina,Capital Federal,Recoleta,Departamento,5.0,4.0,2.0,185.0,600000.0
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,1.0,77.0,230000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,70.0,111478.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,65.0,79000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,55.0,205000.0
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,56.0,71071.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,137.0,169855.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,50.0,86000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,41.0,80000.0
Argentina,Capital Federal,Barrio Norte,Departamento,4.0,3.0,1.0,106.0,245000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,23.0,51430.0
Argentina,Buenos Aires Interior,Tandil,Departamento,2.0,1.0,1.0,45.0,70000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,65.0,65000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,150.0,198183.0
Colombia,Risaralda,Pereira,Apartamento,2.0,2.0,2.0,68.0,70190.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,2.0,1.0,1.0,53.0,159000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,40.0,190000.0
Argentina,Córdoba,Córdoba,Departamento,4.0,2.0,1.0,59.0,85000.0
Colombia,Norte de Santander,Los Patios,Apartamento,3.0,3.0,4.0,140.0,170658.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,32.0,69900.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,42.0,107000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,33.0,69000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,63.0,30278.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Colombia,Cundinamarca,Fusagasugá,Apartamento,4.0,4.0,2.0,113.0,68814.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38.0,42000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,139.0,253234.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,100.0,230000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,51.0,120256.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,52.0,149000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,135.0,68814.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,100.0,70190.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,100.0,84778.0
Argentina,Córdoba,Córdoba,Departamento,4.0,2.0,1.0,50.0,55999.0
Argentina,Bs.As. G.B.A. Zona Oeste,Moreno,Departamento,4.0,3.0,2.0,96.0,94000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,200.0,129370.0
Argentina,Capital Federal,Boedo,Departamento,3.0,2.0,1.0,43.0,74500.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,43490.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,80.0,88081.0
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,27.0,30000.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,310.0,990000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,78.0,67988.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,72.0,43765.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,139.0,198183.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,3.0,2.0,1.0,85.0,143000.0
Colombia,Antioquia,Sabaneta,Apartamento,3.0,3.0,2.0,51.0,46243.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,2.0,150.0,435000.0
Argentina,Córdoba,Córdoba,Departamento,5.0,2.0,1.0,60.0,72000.0
Argentina,Neuquén,Añelo,Departamento,2.0,1.0,1.0,32.0,63000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,89.0,85329.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,126.0,178915.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,62.0,121112.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,55.0,200000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,59.0,98816.0
Argentina,Capital Federal,Once,Departamento,4.0,3.0,2.0,84.0,190000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,50.0,135000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,65.0,54500.0
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,3.0,2.0,1.0,55.0,125000.0
Colombia,Antioquia,Medellín,Apartamento,1.0,1.0,2.0,90.0,103220.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,38.0,97000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,79.0,101844.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,64.0,39912.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,3.0,110.0,195000.0
Argentina,Capital Federal,Villa Crespo,Departamento,4.0,3.0,1.0,70.0,190000.0
Colombia,Antioquia,La Estrella,Apartamento,3.0,3.0,2.0,90.0,90834.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,70.0,46000.0
Argentina,Capital Federal,Barrio Norte,Departamento,5.0,3.0,3.0,133.0,330000.0
Argentina,Capital Federal,Villa del Parque,Departamento,2.0,1.0,1.0,41.0,105000.0
Argentina,Capital Federal,Pompeya,Departamento,3.0,2.0,1.0,59.0,68000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,55.0,170000.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,70.0,125000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,1.0,1.0,1.0,33.0,107000.0
Argentina,Capital Federal,Abasto,Departamento,4.0,3.0,3.0,113.0,119000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,85.0,99092.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,55.0,33031.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,55.0,52298.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,58.0,158000.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,42.0,190000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,176.0,655987.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,39.0,70000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,1.0,1.0,46.0,145000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,33.0,63000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,45.0,42999.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,47000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,30.0,65900.0
Colombia,Atlántico,Barranquilla,Apartamento,4.0,4.0,3.0,212.0,115607.0
Argentina,Neuquén,Lácar,Departamento,2.0,1.0,1.0,60.0,118000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,56.0,67000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,55.0,135000.0
Argentina,Capital Federal,Nuñez,Departamento,3.0,2.0,1.0,51.0,159000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,64.0,49546.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,1.0,61.0,139500.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,70.0,105973.0
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,2.0,67.0,219900.0
Colombia,Tolima,Ibagué,Apartamento,3.0,3.0,2.0,88.0,77071.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,50.0,138000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,1.0,47.0,70000.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,144.0,448000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,80.0,123940.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,58.0,162000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,45.0,80000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,49.0,90000.0
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,2.0,69.0,277900.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,75.0,230000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,44.0,139000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,86.0,299000.0
Argentina,Capital Federal,Villa Lugano,Departamento,4.0,2.0,1.0,81.0,92500.0
Colombia,Antioquia,Envigado,Apartamento,2.0,2.0,2.0,69.0,88081.0
Colombia,Valle del Cauca,Cali,Apartamento,1.0,1.0,1.0,60.0,44041.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,45.0,46500.0
Colombia,Cundinamarca,Soacha,Apartamento,3.0,3.0,2.0,50.0,35783.0
Argentina,Buenos Aires Interior,Balcarce,Departamento,2.0,1.0,1.0,37.0,38000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,70.0,66061.0
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,2.0,188.0,1200000.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,65.0,129001.0
Argentina,Capital Federal,Recoleta,Departamento,6.0,4.0,3.0,264.0,750000.0
Argentina,Capital Federal,Villa Santa Rita,Departamento,2.0,1.0,1.0,46.0,115000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,38.0,60000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,60.0,44041.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,70.0,63309.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,2.0,80.0,230000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,75.0,66612.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,2.0,101.0,230000.0
Argentina,Bs.As. G.B.A. Zona Sur,Berazategui,Departamento,3.0,2.0,2.0,88.0,225000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,120.0,136251.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,54.0,112000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,65.0,115607.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,42.0,76900.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,116.0,520000.0
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,35.0,75000.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32.0,80000.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,2.0,63.0,82226.0
Colombia,Bolívar,Cartagena,Apartamento,2.0,2.0,2.0,59.0,41288.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,70.0,64685.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,41.0,83900.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,120.0,151390.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,63.0,185000.0
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,38.0,90000.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,3.0,110.0,156895.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,1.0,38.0,43490.0
Argentina,Capital Federal,Chacarita,Departamento,2.0,1.0,1.0,51.0,128250.0
Argentina,Santa Fe,Santa Fe,Departamento,5.0,4.0,2.0,220.0,350000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,2.0,1.0,90.0,320000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,37.0,70000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,75000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,41.0,54000.0
Colombia,Antioquia,Medellín,Apartamento,1.0,1.0,1.0,37.0,28902.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,35.0,79800.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,3.0,112.0,260000.0
Argentina,Capital Federal,Saavedra,Departamento,2.0,1.0,1.0,31.0,83000.0
Argentina,Mendoza,Malargüe,Departamento,3.0,2.0,1.0,59.0,100000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,47.0,65000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,104.0,178915.0
Argentina,Santa Fe,Rosario,Departamento,5.0,3.0,1.0,69.0,90000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,74.0,59180.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,58.0,44041.0
Colombia,Norte de Santander,Los Patios,Apartamento,3.0,3.0,2.0,90.0,57803.0
Argentina,Buenos Aires Interior,General Pueyrredón,Departamento,2.0,1.0,1.0,41.0,88150.0
Argentina,Capital Federal,San Telmo,Departamento,1.0,1.0,1.0,28.0,70000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,63.0,119000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,104.0,115607.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,150.0,127443.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,3.0,2.0,1.0,57.0,155000.0
Argentina,Santa Fe,Santa Fe,Departamento,3.0,2.0,1.0,75.0,120000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,48.0,63000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,40.0,79000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,42.0,106000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,100.0,151913.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,53.0,44041.0
Argentina,Capital Federal,Boedo,Departamento,1.0,1.0,1.0,40.0,84990.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,87.0,121112.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,300.0,356455.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,53.0,265000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,42.0,97000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,1.0,1.0,75.0,145000.0
Argentina,Capital Federal,Puerto Madero,Departamento,1.0,1.0,1.0,48.0,290000.0
Colombia,Antioquia,Envigado,Apartamento,4.0,4.0,2.0,107.0,66061.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,156.0,371594.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,60.0,78000.0
Argentina,Neuquén,Villa La Angostura,Departamento,2.0,1.0,1.0,44.0,158772.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38.0,45000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,3.0,2.0,1.0,54.0,90000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,99.0,320000.0
Argentina,Capital Federal,San Cristobal,Departamento,2.0,1.0,1.0,38.0,105000.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,35.0,94000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,199.0,233966.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33.0,95000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,89.0,359000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,106.0,151390.0
Argentina,Capital Federal,Barracas,Departamento,2.0,1.0,1.0,62.0,93000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,93.0,134324.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,72.0,88081.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,71.0,220000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,45.0,125000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,35.0,75000.0
Colombia,Atlántico,Soledad,Apartamento,3.0,3.0,2.0,65.0,34407.0
Argentina,Capital Federal,Once,Departamento,4.0,2.0,1.0,80.0,90000.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,1.0,45.0,46793.0
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,19.0,75000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,48.0,98800.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,4.0,3.0,1.0,81.0,160000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,52.0,90000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,183.0,316543.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,36.0,118000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,82.0,140380.0
Colombia,Antioquia,Rionegro,Apartamento,3.0,3.0,2.0,100.0,99092.0
Argentina,Capital Federal,San Cristobal,Departamento,2.0,1.0,1.0,44.0,70000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,50.0,115607.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,5.0,3.0,2.0,100.0,110000.0
Argentina,Capital Federal,Puerto Madero,Departamento,3.0,2.0,2.0,90.0,620000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,47000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,52.0,79900.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,37.0,141363.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,148.0,620000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,30.0,32000.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,31.0,87000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,73.0,165125.0
Argentina,Capital Federal,Once,Departamento,1.0,1.0,1.0,23.0,64000.0
Argentina,Neuquén,Confluencia,Departamento,2.0,1.0,1.0,53.0,145000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,4.0,3.0,4.0,190.0,318000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,52.0,130000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,96.0,104597.0
Argentina,Capital Federal,Recoleta,Departamento,6.0,1.0,2.0,280.0,980000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,42.0,73000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,4.0,190.0,192403.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,29.0,36220.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,1.0,1.0,1.0,37.0,55000.0
Argentina,Capital Federal,San Telmo,Departamento,2.0,1.0,1.0,36.0,75000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,3.0,110.0,370000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,2.0,107.0,320000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,42.0,100000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,80.0,66061.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,90.0,66061.0
Argentina,Capital Federal,Pompeya,Departamento,2.0,1.0,1.0,46.0,90000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,58.0,66061.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,51.0,46793.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,59.0,112000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,74.0,61932.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,74.0,67437.0
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,36.0,125000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,60000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,33.0,115000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,114.0,158271.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,85.0,218000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,115.0,214699.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,60.0,35508.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,30.0,57000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,138.0,164258.0
Argentina,Capital Federal,Villa Devoto,Departamento,2.0,1.0,1.0,40.0,119900.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,40.0,69500.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,56.0,55051.0
Argentina,Capital Federal,Parque Centenario,Departamento,2.0,1.0,1.0,33.0,88000.0
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,53.0,95000.0
Colombia,Valle del Cauca,Jamundí,Apartamento,2.0,2.0,2.0,62.0,45417.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,3.0,2.0,1.0,70.0,220000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,75.0,68814.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,77.0,105000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,147.0,188178.0
Argentina,Capital Federal,Retiro,Departamento,3.0,2.0,1.0,60.0,195000.0
Argentina,Capital Federal,Balvanera,Departamento,2.0,1.0,1.0,41.0,85000.0
